url,types,name,desc_snippet,recent_reviews,all_reviews,release_date,developer,publisher,popular_tags,game_details,languages,achievements,genre,game_description,mature_content,minimum_requirements,recommended_requirements,original_price,discount_price
https://store.steampowered.com/app/914460/Initial_D_Legend_1_Awakening/,app,Initial D Legend 1: Awakening,"Koichiro of the Akina Speedstars witnesses a mysterious driver outmaneuver rival Keisuke of the Akagi RedSuns. The race, he later discovers, was won by none other than his own co-worker, Takumi. What happens next is the stuff of street racing legend!",,,"Dec 5, 2017",,,"Movie,Anime,Racing",,English,,," About This Video The wheels are set in motion as Koichiro Iketani of the Akina Speedstars witnesses a mysterious driver outmaneuver and beat rival Keisuke Takahashi of Akagi RedSuns. The impromptu race, he later discovers, was won by none other than his very own co-worker at the gas station, Takumi Fujiwara, the son of a legendary racer. In the high-paced world of street racing, Takumi shakes it up with an extraordinary racing style as the Speedstars and the RedSuns go head to head on Mount Akina.  Cast and Crew  Directed By Charles Campbell Starring Joel McDonald , Bill Wise ",,"Minimum:,OS:,Windows 7,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.,Minimum:,OS:,Mac OSX 10.7,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.,Minimum:,OS:,Linux Ubuntu 12.04 or later, SteamOS 2.20 or later,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.","Recommended:,OS:,Windows 10,Processor:,Intel Core I3+ or AMD equivalent recommended for HD 1080p playback,Memory:,2 GB RAM,Network:,Broadband Internet connection,Storage:,500 MB available space,Additional Notes:,Network Bandwidth of 12Mbps for 1080p or 8Mbps for 720p.,Recommended:,OS:,Mac OSX 10.10+,Processor:,Intel Core I3+ or AMD equivalent recommended for HD 1080p playback,Memory:,2 GB RAM,Network:,Broadband Internet connection,Storage:,500 MB available space,Additional Notes:,Network Bandwidth of 12Mbps for 1080p or 8Mbps for 720p.,Recommended:,OS:,Linux Ubuntu 12.04 or later, SteamOS 2.20 or later,Processor:,Intel Core I3+ or AMD equivalent recommended for HD 1080p playback,Memory:,2 GB RAM,Network:,Broadband Internet connection,Storage:,500 MB available space,Additional Notes:,Network Bandwidth of 12Mbps for 1080p or 8Mbps for 720p.",,
https://store.steampowered.com/app/915770/People_Cu3ed/,app,People Cu3ed,Join your cuboidal friends as you represent the 3rd dimension in the 'Interdimensional Games' - a VR game like no other - you'll find yourself leaving your boring human shape behind!,,,"Nov 7, 2018",Whitway Studios,"Whitway Studios,Whitway Studios","Action,Adventure,Indie,Casual,VR,Puzzle,Puzzle-Platformer","Single-player,Stats,Profile Features Limited 
									",English,,"Action,Adventure,Casual,Indie"," About This Game If you like VR, love Humour and want an experience where you are very much not a normal 'virtual' person you need to try People Cu3ed!  It's a VR experience like no other! You'll find yourself transformed out of your normal human body, and embodying the leader of the 3rd dimensions entry into the '21,999th Inter-Dimensional Games'. Not heard of these? Well it has been a while since the 3rd dimension hosted them...  You'll find yourself using your brain, your reactions, and your friends to navigate through the 40 levels of the games - hopefully, to win back your full human form - if, you can earn it.  So join Sara, Becky, 'The Twins', Henry, Agnes and their daughter 'Baby Suzie' to represent your whole dimension - and conquer 'the games'!  So let the games... Begin...  FEATURES:  - Social Strategic View: A rare social experience in VR.  - Innovative VR Embodiment Experience: Not just another virtual version of real life...  - Action-Adventure-Puzzles: A great balance between making your heart pound and your head ache!",,"Minimum:,OS:,Windows 10,Processor:,Intel i5-4590 / AMD FX 8350,Memory:,8 GB RAM,Graphics:,Nvidia GeForce GTX 980 / AMD Radeon R9 290,DirectX:,Version 10,Storage:,1433 MB available space","Recommended:,OS:,Windows 10,Processor:,Intel I5-4590 / AMD FX 8350,Memory:,8 GB RAM,Graphics:,Nvidia Geforce GTX 1060 / AMD Radeon RX 480,DirectX:,Version 11,Storage:,1433 MB available space",$9.99,
https://store.steampowered.com/app/915661/STONE__SCREENPLAY/,app,STONE - SCREENPLAY,,,,"Sep 21, 2018",Convict Games,"Convict Games,Convict Games",Adventure,"Single-player,Downloadable Content,Profile Features Limited 
									",English,,Adventure, About This Content G’day I’m Stone. This is the screenplay Chief Convict Gregory Louden wrote of my story. Enjoy mates. ," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: General Mature Content  ",,,$4.99,$15.97
https://store.steampowered.com/app/915760/Aether_Drift/,app,Aether Drift,"Aether Drift is an Arena-Based Bullet Hell Arcade game with an emphasis on speed and intensity. Fight your friends in intense Multiplayer battles, or work together to defeat Mobius's army! The game's endless Arcade mode ramps up difficulty over time, and challenges and cheatcodes keep things fresh and exciting!",,,"Aug 27, 2018",Toxic Sasquatch Games,"Toxic Sasquatch LLC,Toxic Sasquatch LLC","Action,Indie,Arcade,Bullet Hell,Shoot 'Em Up,Fighting,Multiplayer,Great Soundtrack,Singleplayer,2D Fighter,Rogue-like","Single-player,Multi-player,Local Multi-Player,Co-op,Local Co-op,Shared/Split Screen,Full controller support,Steam Cloud,Profile Features Limited 
									",English,,"Action,Indie"," About This Game Aether Drift is a throwback to arcade games and bullet hell shoot 'em ups of the 1980's - with a modern twist.  It features an endless arcade mode with 9 themed arenas to challenge your skills, couch co-op and local multiplayer game modes, as well as a plethora of modifiers and challenges to spice up the gameplay! ​ You play as Jhin, the Aether Guardian, a cybernetic samurai who guards the border between the dimensions. Mobius, ruler of all dimensions, has gone mad with power and is sending an army to destroy the Aether!  You must vanquish their evil minions by shifting between the very fabric of reality and using their one weakness against them - cold hard steel.  As an Aether Guardian, Jhin can use her ""Aether Slip"" to tackle the unseen menace that is assaulting the Aether and save everyone from Mobius's wrath. ​ Features: - Fast-paced, challenging gameplay with tight, responsive controls - Swap between dimensions at will - 9 Different Arenas to Test Your Skills - 6 Unique Guardians to Play As ( and 1 Secret Character ) - Two Intense Bossfights - Competitive Online Highscores for Each Arena - Moon Launchers ( They Shoot Moons at You! ) - 20 Insanely Hard Challenges - Over 70 unlockable Cheat Codes Controller Support (Xbox, Xbox One, PS3, PS4, GameCube) *may work with off-brand, but no guarantee Local Splitscreen Multiplayer - 14 Multiplayer Arenas - Co-Op, Head To Head, King of the Hill, Rifts, and Hot Potato Game Modes - Custom Match Settings, Powerups, etc Singleplayer: In Aether Drift, you must survive for as long as possible in one of 9 Arenas.  Waves of Mobius's soldiers will constantly attack you, so you must do your best to defeat them! The difficulty ramps up over time, up to ludicrous amounts at Max Level. Multiplayer: There are also 6 multiplayer modes that can be played with 2 - 4 players. Co-Op has players competing for highscore in the singleplayer arenas.  Unlike singleplayer, this mode lets players revive their fallen comrades. Stock and Timed Modes pit players against each other in a battle to the death in one of 14 multiplayer Arenas. Rifts makes players search across the Arenas for capture points which they must fight for control over. King of the Hill spawns one Rift in the center of the map, and players must fight for control over it. Hot Potato mode places a Potato on the first player hit, which can pass to others by hitting them.  After a predetermined time the potato detonates, killing all nearby players in a spuddy explosion.  Last one standing wins. ** This game is LOCAL only!  ** Additional Content: The game features 20 challenges, each of which will test your skills and agility.  Beating them unlocks cheat codes for the game, which can be used to modify both singleplayer and multiplayer to a hilarious degree. NOTE: This game works best on DESKTOPS!  Do not be fooled into thinking it will work well on laptops.  It WON'T. For more information, visit the Toxic Sasquatch website! Thanks, and happy drifting! ​",,,,$14.99,
https://store.steampowered.com/app/915610/Worlds_Greatest_Cities_Mosaics/,app,World's Greatest Cities Mosaics,Amazing animated nonograms!,,,"Aug 12, 2018",T1 Games,"T1 Games,T1 Games","Indie,Casual,Strategy","Single-player,Profile Features Limited 
									","English,French,Italian,German,Spanish - Spain,Portuguese - Brazil,Dutch",,"Casual,Indie,Strategy", About This Game Explore the world’s most stunning cities while solving challenging logic-based nonogram puzzles. Test your puzzle solving skills with over 100 levels and three distinct mosaic puzzle types while discovering interesting facts along the way! Play World’s Greatest Cities Mosaics today!  Solve brain-teasing nonogram puzzles Choose from 3 different game modes Piece together over 100 mosaic levels Learn about the greatest cities in the world,,,,$6.99,
https://store.steampowered.com/app/915570/Polygone/,app,Polygone,local-coop / local-multiplayer twin-stick shooter,,,"Oct 4, 2018",Green Pepperoni Software LLC,"Green Pepperoni Software LLC,Green Pepperoni Software LLC",Action,"Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Profile Features Limited 
									",English,10,Action," About This Game  Arcade Mode Play with your friends or fight against them. Team up in Arcade Mode to collect powerups and fight waves of bosses. 1-4 Players, local-coop (or AI substitutes) Battle Mode Fight it out in Battle Mode to be the last one standing. Use stage hazards to your advantage. 2-4 Players, local-coop (or AI substitutes) Challenge Mode Looking for a challenge? Try Challenge mode to survive the game's hardest difficulty. 1 Player Penelope Mode Have a younger player 2? Penelope mode brings a casual setting and an emphasis on letter-shaped asteroids. 1-4 Players, local-coop",,"Minimum:,OS:,Windows 7,Processor:,Dual Core 2.0 GHz,Memory:,100 MB RAM,Graphics:,Integrated,Storage:,100 MB available space,Minimum:,OS:,Ubuntu 17,Processor:,Dual Core 2.0 GHz,Memory:,100 MB RAM,Graphics:,Integrated,Storage:,100 MB available space","Recommended:,OS:,Windows 10,Processor:,Dual Core 3.0 Ghz,Memory:,100 MB RAM,Graphics:,nVidia GTX 1050,Storage:,100 MB available space,Recommended:,OS:,Ubuntu 17,Processor:,Dual Core 3.0 Ghz,Memory:,100 MB RAM,Graphics:,nVidia GTX 1050,Storage:,100 MB available space",$1.99,
https://store.steampowered.com/app/915480/Pottis_Dream_Forge/,app,Pottis Dream Forge,Pottis Dream Forge is a text-based RPG that aims to recapture the days where untalented developers could publish a game and still find success.,,,Dec-18,Pottis Defense Force,"Pottis Defense Force,Pottis Defense Force","Indie,RPG,Adventure,Strategy","Single-player,Steam Achievements,Steam Cloud,Profile Features Limited 
									",English,,"Adventure,Indie,RPG,Strategy"," About This Game Pottis Dream Forge is a text-based RPG that aims to recapture the experience given through traditional games of the genre. In this game, you take control of a man with no memory of his past, beyond his name. Freedom of choice is the main focus, allowing the player to take as many actions as imaginable. Your choices will wildly change the story far beyond the scope you're used to. Discover your past and forge your future.  There are no pictures. There is no sound.  Just you, the command line, and endless possibilities.",,,,,
https://store.steampowered.com/app/915430/Triteckka_The_pure_shooter/,app,Triteckka: The pure shooter,The First Bullet Storm 3D Shooting Game Under Single Development. Dodging and shoot'em up game for everyone! Easy control but hard to clear the game! Experience the game that you have not played before! This will be a totally unique gameplay. This game is still under development. Please take this into consideration when purchasing.,,,"Sep 30, 2018",1MP,"1MP,1MP","Early Access,Early Access,Casual,Indie,Action,Shooter,Bullet Hell,Psychological Horror","Single-player,Profile Features Limited 
									",English,,"Action,Casual,Indie,Early Access"," About This Game  The First Bullet Storm 3D Shooting Game. Triteckka is the Bullet storm 3D shooting game. This game is designed for fast phase shooting experience with multiple enemies. Try various characters with various weapons to clear stage and boss. Try the unique system of this game called Boost Shot. Get experience pumping the adrenaline with cool music. Upload the Clear Screenshot! If you clear all stage of this game, take a screenshot of the clear screen and upload steam page! That'll make us work to update stage immediately.XD Background of the Development Once I was a kid, there was a large arcade game center. And I had a lot of time to play arcade game there. Especially, I liked the flight shooting game. And I'm grown up and I learn some skills to make this real. Now I present this to you. The Pure Shooter! This will be the successors and next generation of bullet storm shooting game. There are a lot of works to remain but your supports can help this project come true. Features - 3D bullet dodge shooting game - 5 various weapon system available now - each has the unique characteristic - Unique level system - Various bullet pattern coding - this is quite hard works cuz this is a 3d works - This is working in progress. So feedback can affect this project. Feel the game developing experience by participating to support - Unique BGM with the J trance artist Maozon, Scarfaith",,"Minimum:,OS:,Windows 10,Processor:,Dual Core CPU,Memory:,2 GB RAM,Graphics:,Intel HD 4000, GeForce GT 330M, Radeon HD 4670 or equivalent,DirectX:,Version 10,Storage:,2 GB available space","Recommended:,DirectX:,Version 10",$7.99,
https://store.steampowered.com/app/915230/Zombie_Rollerz/,app,Zombie Rollerz,Carve your way through the world of Zombie Rollerz! A world filled with zombies at every turn and the few remaining heroes each with their own unique abilities to purge the zombie apocalypse.,,,Nov-19,Zing Games Inc.,"Zing Games Inc.,Zing Games Inc.","Indie,Action,RPG,Rogue-lite","Single-player,Partial Controller Support,Steam Cloud,Steam is learning about this game 
									",English,,"Action,Indie"," About This Game Zombie Rollerz is a randomly generated pinball action RPG with Rogue-like elements. Key Features: Randomly generated floors containing a myriad of levels, items, enemies and bosses, ensuring no playthrough is the same. 183 levels spread across 4 floors. 80+ skills and hundreds of skill combinations. 35+ zombie types each with their own special ability. 10+ bosses. 6 Heroes, each with their own unique set of skills. Full controller support aside from the launcher. ",,,,,
https://store.steampowered.com/app/915210/Fantasy_Grounds__Devin_Night_Tome_of_Beasts_Pack_5__Dust_Goblin__Loxoda_Token_Pack/,app,Fantasy Grounds - Devin Night: Tome of Beasts Pack 5 - Dust Goblin - Loxoda (Token Pack),,,,"Aug 9, 2018","SmiteWorks USA, LLC",,"RPG,Indie,Strategy,Software,Fantasy","Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content",English,,"Indie,RPG,Strategy"," About This Content  Devin Night: Tome of Beasts Pack 5 - Dust Goblin - Loxoda Pack five from Kobold Press' Tome of Beast book. This token pack includes: Golem Dust Golem Eye Golem Hoard Golem Salt 2 Golem Smaragdine Golem Steam Gray Thirster Gremlin Rum Grim Jester Gug Hag Blood Hag Red Hag Sand Harpy Owl Haugbui Herald of Blood Herald of Darkness Horakh Hound of the Night 2 Hulking Whelp Hundun Ice Maiden Idolic Diety Imy Ut Ushabti Isonade Jaculus Kalke Kikimora Kobold Alchemist Kobold Chieftan Kobold Trapsmith Kobold Worker Kongamato Koschei Kot Bayun 2 Krake Spawn Lantern Dragonette Lemurfolk Leshy Library Automaton Lich Hound Likho Lindwurm 2 Liosalfar Living Wick Lorelei Loxoda Converted by: James Holloway Released on July 31, 2018. Designed for Fantasy Grounds version 3.3.5 and higher. Requires: An active subscription or a one time purchase of a Fantasy Grounds Full or Ultimate license and any ruleset.",,"Minimum:,OS:,Windows 7x , 8x or 10x,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,DirectX:,Version 9.0c,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,a sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,Requirements vary by the add-ons installed and the number of players connecting to your game.,Minimum:,OS:,10.6.8 or newer,Processor:,1.6 GHz or higher processor,Memory:,1 GB RAM,Graphics:,Graphics card recommended,Network:,Broadband Internet connection,Storage:,500 MB available space,Sound Card:,A sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,This product uses a wine wrapper to simplify installation","Recommended:,OS:,Windows 7x , 8x or 10x,Processor:,2.0 GHz or higher processor,Memory:,4 GB RAM,Graphics:,DirectX or OpenGL compatible card.,DirectX:,Version 9.0c,Network:,Broadband Internet connection,Storage:,2 GB available space,Sound Card:,a sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,Requirements vary by the add-ons installed and the number of players connecting to your game.,Recommended:,OS:,10.6.8 or newer,Processor:,2.0 GHz processor or higher,Memory:,4 GB RAM,Graphics:,DirectX 9.0 compatible video adapter,Network:,Broadband Internet connection,Storage:,2 GB available space,Sound Card:,A sound card is required for voice communication using external programs like Google Hangouts, Skype or Discord.,Additional Notes:,This product uses a wine wrapper to simplify installation",$7.99,$111.29
https://store.steampowered.com/app/915180/Sokoban_The_RPG__Soundtrack/,app,Sokoban: The RPG - Soundtrack,,,,"Sep 6, 2018",Mike Daas,"Mike Daas,Mike Daas","Casual,Music,Atmospheric,Great Soundtrack","Single-player,Downloadable Content,Profile Features Limited 
									",English,,Casual," About This Content This DLC contains the full original soundtrack from the game Sokoban: The RPG in high quality. Featuring all 26 instrumental music tracks from the game, comprising over 82 minutes, in 320kpbs mp3 files!  It will support the developer who did not only put his heart and soul into making the game, but also into creating this full original soundtrack to complete the experience. It is truly highly appreciated - I hope you will like them as much as I do!  Tracklist in alphabetical order: 01. 24-7 (5:50) 02. Afterglow (3:31) 03. Anniversary (2:59) 04. Counting Down (4:13) 05. Drained Well (4:52) 06. Embarrassing questions (2:40) 07. Episode S (3:07) 08. Essence (2:21) 09. Flash (3:20) 10. Impurity (2:54) 11. In conclusion (2:02) 12. Injustice (1:31) 13. Layers of Suicide (4:16) 14. Life is strange unplugged (2:28) 15. Lucid ii (2:04) 16. Malfunction (2:52) 17. On the verge (2:52) 18. Out in the open (4:56) 19. Puzzle (0:52) 20. Quality Content (3:44) 21. Streetlights (5:58) 22. Train Girl (3:12) 23. Trust (1:56) 24. View from nowhere (2:41) 25. Welcome (3:14) 26. White (2:05)"," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, Frequent Violence or Gore, General Mature Content  ",,,$2.99,$13.48
https://store.steampowered.com/app/911940/Terma_Lux/,app,Terma Lux,"Browse the complete range of Terma radiators, heating elements and accessories. Have a look at inspiring arrangement ideas. Find the radiator ideally matching your needs! Watch it in 3D and VR! When you find interesting product you can buy it worldwide.",,,"Jul 1, 2019",Terma,"Terma,Terma","Design & Illustration,Education","Full controller support,Steam is learning about this software 
									","English,Polish",,"Design & Illustration,Education"," About This Software Browse the complete range of Terma radiators, heating elements and accessories. Have a look at inspiring arrangement ideas. Find the radiator ideally matching your needs! Watch it in 3D and VR! When you find interesting product you can buy it worldwide.  Terma Lux is a state-of-the-art application giving you instant access to the complete range of Terma products from any location at any time. It features more than 100 radiators, complete range of heating elements and accessories required for the installation or enhancing the radiator’s functionality. The application shows a broad palette of colours, which allows the user to adapt the radiator to the character of every room. You can chose from almost 250 RAL and Terma special colours.  You can browse our offer, select particular models and see the details. Watch each product in 3D and VR and see real-time 3D animations for some of them. You can also see instructional videos and new products presentations.  All product-related functions of the Terma Lux application are also available without a VR headset. However, 3D image is much more realistic and palpable. That is why we recommend a walk in a VR headset. While using a VR headset you gain an option of looking around and moving closer to objects by means of head movements.  We hope that our Terma Lux application will inspire you to create the interior of your dreams. We encourage you to browse through our collection of arrangement ideas. You can be sure that the product we suggest is an ideal match for the particular interior. Terma designers and graphic artists ensure that both the radiators and the arrangement ideas are in line with the latest design trends.  Once you find your ideal model and determine the colour, you need to define technical parameters. Our application includes information on available sizes, connection types and heating parameters.  We believe that our application will meet your needs and you will enjoy using it while designing your living space. The application is available for desktop computers and touch screen Windows-based machines. You can also download a mobile version of this application for your smartphones and tablets.   We believe that our application will meet your needs and you will enjoy using it while designing your living space. The application is available for desktop computers and touch screen windows based machines. You can even download mobile version of this application for your smartphones and tablets.",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 64-bit,Processor:,Quad-core Intel or AMD processor, 2.5 GHz,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card,DirectX:,Version 11,Storage:,13 GB available space,Sound Card:,DX11 compatible","Recommended:,Requires a 64-bit processor and operating system,OS:,Windows 10 64-bit,Processor:,Quad-core Intel or AMD processor, 2.5 GHz,Memory:,16 GB RAM,Graphics:,NVIDIA GeForce 1080 GTX,DirectX:,Version 12,Network:,Broadband Internet connection,Storage:,30 GB available space,Sound Card:,DX12 compatible",,
https://store.steampowered.com/app/911860/Love_in_School__Artbook_DLC/,app,校园恋物语|Love in School - Artbook DLC,,,,"Jul 30, 2018",樱,"樱,樱","RPG,Indie","Single-player,Downloadable Content,Profile Features Limited 
									","English,Simplified Chinese",,"Indie,RPG", About This Content Love in School - Artbook DLC is a Artbook DLC Include: 6 picture for yin 5 picture for backgroud another picture about the game enjoy it,,,,$0.99,
https://store.steampowered.com/app/911850/Torn_Asunder/,app,Torn Asunder,"Tear off their limbs, use them as weapons, conquer the environment, destroy the primeval, SURVIVE THE ONSLAUGHT.",,,2019,Farhan Qureshi,"Farhan Qureshi,Farhan Qureshi","Action,Indie,Violent","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam is learning about this game 
									",English,,"Action,Indie"," About This Game  Torn Asunder is a first-person melee combat arena game set during primal times. Fight through waves of enemies as you tear off their limbs and use them as weapons, all while exploring congested and hostile landscapes that will test your mettle. Key Features : Hostile environments - In the middle of a dying volcano, the swamp house of a crazed shaman, the sacrificial grounds of the First Tribe, and more. Fight in handcrafted arena environments, each with its own dangers to take heed of while combating an onslaught of enemies. Dismemberment arsenal - tear off a limb, use it as a weapon. Each enemy type has a limb with unique properties for combat, while fast-degrading durability keeps you on the move for the next weapon, and the next kill. Agile combat - Circle-dash around enemies to get behind them, wall-run to cover distance, wall-jump to prep a smash attack. Throw your weapon for a ranged attack, counter an enemy when there's no room to breath. Boss fights - they will push you towards your edge. Use every tool you have to survive these extended combat sequences. Leaderboards - compete against friends or global players as you perfect your score for each arena. Stylized Look - a mid-poly, gritty, painterly aesthetic presents a fractured old world through environmental storytelling, brought to life in Unreal Engine 4. Add Torn Asunder to your wishlist to be notified when it launches! "," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ",,,,
https://store.steampowered.com/app/911760/Fruit_Tower_Defense/,app,Fruit Tower Defense,"Fruit Tower Defense is a strategy video game consistsing of 15 levels across 5 worlds, with each world hand-drawn and designed by a different artist, giving each world a unique feel. Fruit Tower Defense is ad free and does not contain in-game purchases.",,"4 user reviews,- Need more user reviews to generate a score","Jul 25, 2018",Fratboy Entertainment,"Fratboy Entertainment,Fratboy Entertainment","Strategy,Adventure,Indie,Casual,Tower Defense","Single-player,Steam Achievements,Profile Features Limited 
									",English,6,"Adventure,Casual,Indie,Strategy"," About This Game Fruit Tower Defense is a strategy video game developed by indie studio Fratboy Entertainment.  The game consists of 15 levels across 5 worlds, with each world hand-drawn and designed by a different artist, giving each world a unique feel.  Fruit Tower Defense is ad free and does not contain in-game purchases.",,,,$3.99,
https://store.steampowered.com/app/911660/Ducks_and_Gooobers/,app,Ducks and Gooobers,Ducks and Gooobers is a simple Tower Defense game with unique features and gameplay. You can choose between different unique towers and blocks to fight off over a dozen different enemies. Synergy between tower and block will be key to surviving the longest.,,,"Aug 17, 2018",Sluggishtacogames,"Sluggishtacogames,Sluggishtacogames","Strategy,Indie,Casual","Single-player,Steam Achievements,Stats,Steam Leaderboards,Profile Features Limited 
									",English,16,"Casual,Indie,Strategy", About This Game Ducks and Gooobers is a simple Tower Defense game with unique features and gameplay. You can choose between different unique towers to fight off over a dozen different enemies. You get the opportunity to build a strong front line using a combination of towers and blocks to stop the Ducks and Gooobers from pushing. Synergy between tower and block will be key to surviving the longest. Each tower has multiple unique upgrades that allow for countless different combinations. You will fight the enemy on multiple different battlefields. Each battlefield has its own distinct problems and challenges that you will face. As you progress the maps will only get harder so you must adapt. You will not only be competing against the Ducks and Gooobers but also against other players for the longest time survived. Play now and prove yourself the strongest Duck and Gooober slayer this world has ever seen.,,,,$4.99,
https://store.steampowered.com/app/911640/ChromaSquares/,app,ChromaSquares,A game of strategy complicated by chance.,,,"Sep 14, 2018",Racing Thought Studios,"Racing Thought Studios,Racing Thought Studios","Casual,Indie,Strategy,Puzzle","Single-player,Steam Achievements,Profile Features Limited 
									","English,German",20,"Casual,Indie,Strategy", About This Game ChromaSquares is a puzzle game where the goal is to completely clear the board of colored squares. The color of each new square is randomly chosen from among the colors of squares already on the board. The only guarantee is that you won't get the same color twice in a row (unless that's the only color left).  The difficulty of the game can be changed by adjusting the number of colors in use and the dimensions of the game board. There is also an alternate color palette to assist colorblind players.,,,,$4.99,
https://store.steampowered.com/app/911630/Unexpected_Circumstances/,app,Unexpected Circumstances,Use WSAD keys to move and mouse to look. It's simple. Our fearless hero-androir get stucked into the labyrinth.You are to help him to find the way. You'll come across incessant mazes and you are to overcome it. You'll need a planty of patience to find the way out and don't die on your way. Good Luck on Your journey!,,,"Jul 26, 2018",Vitali Stsiapko,"Vitali Stsiapko,Vitali Stsiapko","Indie,Casual,Adventure,Puzzle,Puzzle-Platformer,Walking Simulator","Single-player,Profile Features Limited 
									",English,,"Adventure,Casual,Indie"," About This Game Use WSAD keys to move and mouse to look. It's simple. Our fearless hero-androir get stucked into the labyrinth.You are to help him to find the way. It's hard You'll come across incessant mazes and you are to overcome it. You'll need a plenty of patience to find the way out and don't die on your way. There are some traps situated in the labyrinths, but you can evade it jumping or just walk over it. Also there are some traps that can teleport you closer to the exit, but they can do it other way, so you'll be teleported to the very begining. Good Luck on Your journey!",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 64 bit,Processor:,Intel Celeron 2280 or better,Memory:,4 GB RAM,Graphics:,HD 4000,DirectX:,Version 11,Storage:,1300 MB available space,Sound Card:,U need one,Additional Notes:,Keyboard+ Mouse","Recommended:,Requires a 64-bit processor and operating system,OS:,Windoows 10 64 bit,Processor:,Intel Core i5 3550 or beter,Memory:,8 GB RAM,Graphics:,NVidia GeForce GT 730 with 2GB  of memory or better,DirectX:,Version 11,Storage:,1300 MB available space,Sound Card:,U need one,Additional Notes:,Keyboard+ Mouse",$1.99,
https://store.steampowered.com/app/1053870/Ruins_to_Rumble/,app,Ruins to Rumble,"Ruins to Rumble is a sandbox colony survival in a 2D side scroller environment. Build, fight, explore and defend to claim victory against other factions and monsters.",,,Jun-19,Sugoi Yellow,"GrabTheGames,GrabTheGames","Early Access,Strategy,Indie,Simulation,Early Access","Single-player,Steam Cloud,Steam is learning about this game 
									",English,,"Indie,Simulation,Strategy,Early Access"," About This Game  Gameplay: Ruins to Rumble is a Colony management game in a sandbox side scroller environment. Gather resources to build your base and defend from AI invading factions. Recruit more civilians to expand your faction. Invade hostile factions and pillage islands and Micromanage your civilization. With a unique mix of genres Ruins to Rumble offers a new perspective on the colony survival and sandbox genres. Survival: As your civilization grows so do your enemies, Grow attached to your civilians as they become more experienced. Losing a civilian is permanent so decision making and strategy is key for survival whether it be exploring, invading, or defending. Roles: Each worker in your faction is given a role. As the player you can only control one civilian at a time but you can set others to do their specified task in a selected area Roles are the backbone of the civilization, one single person cant do everything so you switch between workers to manage your island. Factions: Opposing factions inhabit the world. However some are inherently friendly others might require you to earn their trust. Each faction has their own team color, islands and relations with each other and the player. Biomes: Throughout the world you can explore to discover new biomes. From the hot sand dunes of a desert island to the freezing cold spikes of an Ice glacier. Each of these biomes have their own restrictions and challenges.",,,,,
