,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
51,76380122,english,"""NAPALM"" those were the last words I heard from my commander before he got shot by charlie. I still remember those words to this day.",1600784394,1600784394,True,0,0,0,0,True,False,False,76561198366828479,27,4,2820,145,2674,1601890685
52,37968647,english,i got PTSD after played this game,1512104215,1600784323,True,0,0,0,0,True,False,False,76561198183267222,91,16,5469,3161,1807,1602088085
53,72168871,english,Best game,1594048578,1600783229,True,0,0,0,0,True,False,False,76561198353279085,31,27,8196,780,7302,1601570896
54,76375875,english,I see VC everywhere! HELP! THERE'RE SPEAKING BUSHES AROUND ME!,1600778046,1600778046,True,0,0,0,0,True,False,False,76561198408227703,7,5,670,228,375,1601790563
55,76370285,english,fun,1600766677,1600766677,True,0,0,0,0,True,False,False,76561198216826829,31,19,937,90,611,1601043394
56,76367039,english,One of the most interesting community I've been apart of.,1600758657,1600758657,True,0,0,0,0,True,False,False,76561198799265032,39,1,4271,7,4264,1600909391
57,76366686,english,Amazing and fun even when you solo queue. It's just a perfect version of battlefield 5 and it's even more realistic. Graphics feel great and there's even a movie setting! I love this game and you will too!,1600757783,1600757783,True,1,0,0.523809552192687988,0,True,False,False,76561198092594019,25,7,394,166,227,1601995036
58,51075219,english,RICE = SAFE,1559806414,1600757124,True,0,0,0,0,True,False,False,76561198085887942,234,11,9639,257,9207,1601727291
59,55301859,english,well worth the money,1569586333,1600756703,False,0,0,0.476190477609634399,0,True,False,False,76561198840803438,25,1,89270,192,65062,1602047626
60,76365814,english,its a solid 5/10 for me because there are no sea servers left,1600755532,1600755532,True,0,0,0,0,True,False,False,76561198395528664,29,4,1335,60,1050,1600953830
61,76364385,english,rasanya seperti anda menjadi orang vietnam,1600751974,1600751974,True,0,0,0,0,True,False,False,76561198924020288,8,1,1813,410,1169,1602056957
62,76364122,english,"Green army men is awesome! lol i like both games one of the best games out I like this and killing floor 1 and 2, all their games are worth it on their sales lol... i got rising storm 2 for $6 and I will probably wait to get green army men dlc. i didn't know about it tell after the sale.  but id says when rising storm 2 is $6 and green army men are $5 it's worth it for sure! still easy to get in games.",1600751301,1600751301,True,0,0,0,0,True,False,False,76561198022742734,64,16,2681,934,1235,1601335332
63,76361078,english,Very much a team based game(stay together  stay alive lol)  Very fast-paced!,1600744057,1600744057,True,0,0,0,0,True,False,False,76561198887063364,12,5,946,401,374,1601822303
64,76360065,english,"Great game for the whole family! Played this with my grandfather, after he got over a horrible resurgence of suppressed memories he said it was the best game he's played!",1600741821,1600741821,True,0,0,0,0,True,False,False,76561198096141743,47,5,1864,562,963,1601954407
65,46661024,english,"One of the best games out there. 10/10, trust me, buy this game",1543005014,1600740722,True,0,0,0,0,True,False,False,76561198107368031,31,4,13618,161,13457,1600914432
66,76357829,english,very fun game realistic aspects but also fast paced so not boring like other mil sim games,1600737254,1600737254,True,0,0,0,0,True,False,False,76561198272660418,47,9,1050,54,924,1601706586
67,76356551,english,"The game can be quite difficult but once you get used to the general feel of it, it becomes a lot of fun. And if you like dark humor it presents plenty of opportunity while among friends. All in all play for fun and its worth the purchase!",1600734658,1600734658,True,0,0,0,0,True,False,False,76561198200326766,165,1,662,0,662,1600594228
68,76354548,english,"it really good game 
",1600730327,1600730327,True,0,0,0,0,True,False,False,76561199006008844,18,3,7611,227,7383,1601999214
69,76352888,english,"being shot in the head and the world going silent after the splat, thats a moment :)",1600727091,1600727091,True,0,0,0,0,True,False,False,76561198206686287,51,10,1890,117,1598,1601483673
70,76352127,english,"Rising storm 2 is a great game dont get me wrong!
But today there are multiple fake servers ""MEGA SERVERS"" that will install malware in your computer, and the risk of getting a keylogger in your pc 
i wish i could recommend this game but the risk is real, and in my opinion if a game is not safe to play i can't recommend it",1600725683,1600726105,False,0,0,0,0,True,False,False,76561198211672733,98,3,4352,0,4352,1600724741
71,76352228,english,"''My name is Lorax and I speak for the REEs. It rustles my jimmies when the REEs speak vietnamese.'' Great game 5/7, I can't land a helo tho.",1600725892,1600725892,True,0,0,0,0,True,False,False,76561198074758808,110,9,815,0,815,1600724449
72,76351995,english,real fun :),1600725437,1600725437,True,0,0,0,0,True,False,False,76561199086824741,17,2,478,17,423,1601062941
73,76349450,english,IS GUUUUUUUUD; GO HOME GI!!!!,1600721122,1600721122,True,0,0,0,0,True,False,False,76561198034090358,489,3,4841,1160,3409,1602084694
74,76349136,english,"This game is super fun and it's not your everyday run n gun type of game. Patience, keen eyes, and situational awareness are all keys to survival. You can kill easily, and get killed easily too. Overall this game is just so much fun, I recommend purchasing this game if you can",1600720670,1600720670,True,0,0,0,0,True,False,False,76561198145338846,17,4,973,0,934,1600843912
75,76347062,english,Great fun. I mean you can fly helis. Enough said!,1600717574,1600717574,True,0,0,0,0,True,False,False,76561198321718754,19,4,7925,3569,3755,1602027326
76,76346675,english,"napalm good, communism bad.",1600717043,1600717043,True,0,0,0,1,True,False,False,76561198302909836,31,2,4369,76,4016,1600903888
77,76346089,english,an amazingly fun game some of the most fun I've had in a game my only problem while major isn't on the Devs its the community the community is filled with toxic (I hate the overuse of this word but its the best description) brainlets who will role kick and vote kick for 1 mistake or because they want the role and tk because they're salty my best advice try to find a couple of decent servers and add them to your favorites it wont work perfectly some times of the day are worse than others but it mostly works 7/10 would be a 9 if the community wasn't bi-polar,1600716178,1600716178,True,0,0,0,0,True,False,False,76561198894753574,28,4,9184,2262,6891,1601609828
78,76344614,english,I got ptsd by turning on surround sound on a max player server,1600714150,1600714150,True,0,0,0,0,True,False,False,76561198404523218,22,4,1616,0,1616,1600595311
79,76339736,english,funny flamethrower,1600707637,1600707637,True,0,0,0,0,True,False,False,76561198404388721,7,5,586,85,481,1601866665
80,44243088,english,still the best experience for the war of two fingers,1534649589,1600707138,True,0,0,0,0,True,False,False,76561198436267043,44,4,38771,702,37272,1601935992
81,76338865,english,napal m,1600706514,1600706514,True,0,0,0,0,True,False,False,76561198870046731,36,10,10189,765,9171,1602089105
82,61585097,english,SCREW YOU GI I WILL KILL YOU GI !!!,1578593915,1600705712,True,1,0,0.523809552192687988,0,True,False,False,76561198167624012,34,27,16931,447,16343,1601854101
83,76338139,english,"So anyways, I smelled some napalm in the jungle again and heard trees scream",1600705593,1600705593,True,0,0,0,0,True,False,False,76561198437690098,10,2,2318,0,2318,1600303869
84,76336331,english,shame that im not used to this kind off game (and also having a potato laptop). Gameplay is challenging and if u werent shy to talk to others then it would be hella fun. Highly recommended for gamers who wanted to experience the real battlefield of 70s,1600703143,1600703143,True,1,0,0.523809552192687988,0,True,False,False,76561198303042936,14,1,221,0,191,1600754127
85,76099289,english,Our commanding officer misplaced the napalm strike and I was forced to watch as everyone I know and love turned into well-done man-steak. 11/10 would give myself PTSD again.,1600308083,1600696633,True,1,0,0.523809552192687988,0,True,False,False,76561198152410083,78,3,1653,0,1653,1600115135
86,76330089,english,PTSD simulator Vietnam edition.,1600694835,1600694835,True,0,0,0,0,True,False,False,76561198005973890,192,14,787,0,787,1588500673
87,76328795,english,yeah,1600692910,1600692910,True,0,0,0,0,True,False,False,76561198385117241,68,3,4256,0,4256,1600523527
88,76133145,english,أحب إطلاق النار على جنود فيتكونغ,1600367892,1600683094,True,0,1,0,0,True,False,False,76561198948641669,21,5,356,8,287,1601204697
89,76321586,english,Still the most immersive PTSD-simulator out there.,1600679675,1600679675,True,3,0,0.545454561710357666,1,True,False,False,76561198074882448,313,11,7225,12,7046,1600915338
90,76320882,english,pew pew pew,1600677962,1600677962,True,0,0,0,0,True,False,False,76561198232105528,10,4,2660,1392,1108,1601971864
91,76320737,english,This Game is so good 10/10,1600677637,1600677637,True,0,0,0,0,True,False,False,76561198318870324,8,3,3494,1070,2113,1601708230
92,76315783,english,not many people play it but its alot of fun,1600665624,1600665624,True,0,0,0,0,True,False,False,76561198104486899,46,6,1153,284,823,1601049765
93,76314920,english,hit gooks with the glizzy,1600663561,1600663561,True,0,0,0,0,True,False,False,76561198094426099,84,6,4842,117,4488,1601181312
94,76309727,english,nam,1600652282,1600652282,True,0,0,0,0,True,False,False,76561198091230813,61,5,420,4,311,1601004009
95,76309721,english,Yeah its pretty good,1600652275,1600652275,True,0,0,0,0,True,False,False,76561198153494727,64,13,5735,0,5735,1600648181
96,76309684,english,This is my favorite game of all time. It has amazing graphics. I've had some of my best times gaming on this game. It has been an amazing experience to play this game.,1600652210,1600652210,True,0,0,0,0,True,False,False,76561198950357284,19,1,1982,215,1164,1601087097
97,76308442,english,"i have wanted a good Vietnam war game for the last 10 years and after finally getting a PC, this is the one.",1600649685,1600649685,True,1,0,0,0,True,False,False,76561198044760823,95,3,454,0,368,1600656103
98,76306056,english,"good
",1600645166,1600645166,True,0,0,0,0,True,False,False,76561198885475577,35,16,370,72,298,1601247286
99,76305366,english,it amazing,1600643748,1600643748,True,0,0,0,0,True,False,False,76561199007267245,15,1,2690,0,2471,1600794902
